taxon_id,radius,date,count
56312,2000,2022-08-31,11371
51893,2000,2022-08-31,2956
161868,2000,2022-08-31,587
52592,2000,2022-08-31,5383
50298,2000,2022-08-31,13938
126756,2000,2022-08-31,8175
437967,2000,2022-08-31,1712
716947,2000,2022-08-31,5706
77914,2000,2022-08-31,2672
62236,2000,2022-08-31,1244
163793,2000,2022-08-31,1391
69613,2000,2022-08-31,3777
132622,2000,2022-08-31,4923
77780,2000,2022-08-31,2346
48196,2000,2022-08-31,993
793795,2000,2022-08-31,661
82564,2000,2022-08-31,6209
52669,2000,2022-08-31,5531
51736,2000,2022-08-31,11157
82572,2000,2022-08-31,2396
170239,2000,2022-08-31,399
64055,2000,2022-08-31,1000
85492,2000,2022-08-31,2840
208852,2000,2022-08-31,2737
158380,2000,2022-08-31,8366
55830,2000,2022-08-31,20583
55969,2000,2022-08-31,9080
55972,2000,2022-08-31,6578
165499,2000,2022-08-31,1181
63802,2000,2022-08-31,415
164948,2000,2022-08-31,899
125903,2000,2022-08-31,291
127029,2000,2022-08-31,12894
58725,2000,2022-08-31,7867
78288,2000,2022-08-31,3361
49230,0,2022-08-31,56469
541758,0,2022-08-31,27293
62187,0,2022-08-31,34644
52713,0,2022-08-31,20902
53300,0,2022-08-31,71386
51886,0,2022-08-31,96950
55930,0,2022-08-31,50382
327977,0,2022-08-31,820
54582,0,2022-08-31,69562
59571,0,2022-08-31,77985
47544,0,2022-08-31,399967
47415,0,2022-08-31,39348
48339,0,2022-08-31,154453
1070919,0,2022-08-31,244
966205,0,2022-08-31,17143
51610,0,2022-08-31,36099
48206,0,2022-08-31,25074
56133,0,2022-08-31,31431
52856,0,2022-08-31,59010
55643,0,2022-08-31,10945
741459,0,2022-08-31,5523
25591,0,2022-08-31,28382
560192,0,2022-08-31,299
56064,0,2022-08-31,27916
69624,0,2022-08-31,17909
321535,0,2022-08-31,2287
740984,0,2022-08-31,14781
52821,0,2022-08-31,129439
159763,0,2022-08-31,10143
52720,0,2022-08-31,36234
130039,0,2022-08-31,3731
119946,0,2022-08-31,1550
909393,0,2022-08-31,1262
324093,0,2022-08-31,4116
50790,0,2022-08-31,41853
55821,0,2022-08-31,9901
159973,0,2022-08-31,3268
77120,0,2022-08-31,11995
60284,0,2022-08-31,7409
129115,0,2022-08-31,19510
57190,0,2022-08-31,15834
123628,0,2022-08-31,23451
75762,0,2022-08-31,19708
198886,0,2022-08-31,3151
62207,0,2022-08-31,29607
125012,0,2022-08-31,7509
56164,0,2022-08-31,7155
79514,0,2022-08-31,2494
124138,0,2022-08-31,5152
132481,0,2022-08-31,3261
161763,0,2022-08-31,3438
47602,0,2022-08-31,117866
56126,0,2022-08-31,31273
56222,0,2022-08-31,50877
35453,0,2022-08-31,11279
855316,0,2022-08-31,849
61454,0,2022-08-31,7659
50247,0,2022-08-31,10775
55760,0,2022-08-31,11614
77266,0,2022-08-31,9413
124359,0,2022-08-31,3078
79460,0,2022-08-31,4739
43048,0,2022-08-31,3457
556645,0,2022-08-31,856
1092837,0,2022-08-31,1581
204167,0,2022-08-31,11048
351629,0,2022-08-31,2978
78712,0,2022-08-31,3286
60997,0,2022-08-31,4595
283890,0,2022-08-31,766
76907,0,2022-08-31,42813
79409,0,2022-08-31,4801
57500,0,2022-08-31,7376
131203,0,2022-08-31,6285
61948,0,2022-08-31,13688
62338,0,2022-08-31,14543
61321,0,2022-08-31,51393
64162,0,2022-08-31,5452
58722,0,2022-08-31,39670
79408,0,2022-08-31,15989
841645,0,2022-08-31,5309
47435,0,2022-08-31,60335
69814,0,2022-08-31,3075
52724,0,2022-08-31,35421
485803,0,2022-08-31,1446
204260,0,2022-08-31,11394
127960,0,2022-08-31,9401
84031,0,2022-08-31,5755
118850,0,2022-08-31,13483
76480,0,2022-08-31,3985
402509,0,2022-08-31,13308
56077,0,2022-08-31,45418
55022,0,2022-08-31,8089
117299,0,2022-08-31,5425
59029,0,2022-08-31,72912
58127,0,2022-08-31,32769
55967,0,2022-08-31,5685
55909,0,2022-08-31,9128
60076,0,2022-08-31,8769
447878,0,2022-08-31,7787
79441,0,2022-08-31,23047
67808,0,2022-08-31,25241
52989,0,2022-08-31,61817
55411,0,2022-08-31,12425
52135,0,2022-08-31,4097
56312,0,2022-08-31,21064
51893,0,2022-08-31,4796
161868,0,2022-08-31,1357
52592,0,2022-08-31,38482
50298,0,2022-08-31,38183
126756,0,2022-08-31,10568
437967,0,2022-08-31,2106
716947,0,2022-08-31,8141
77914,0,2022-08-31,9970
62236,0,2022-08-31,11577
163793,0,2022-08-31,2947
69613,0,2022-08-31,4224
132622,0,2022-08-31,10813
77780,0,2022-08-31,16685
48196,0,2022-08-31,1408
793795,0,2022-08-31,682
82564,0,2022-08-31,12901
52669,0,2022-08-31,24898
51736,0,2022-08-31,14841
82572,0,2022-08-31,7522
170239,0,2022-08-31,418
64055,0,2022-08-31,5382
85492,0,2022-08-31,4865
208852,0,2022-08-31,3446
158380,0,2022-08-31,14588
55830,0,2022-08-31,80245
55969,0,2022-08-31,32525
55972,0,2022-08-31,22003
165499,0,2022-08-31,1978
63802,0,2022-08-31,2272
164948,0,2022-08-31,3130
125903,0,2022-08-31,688
127029,0,2022-08-31,18519
58725,0,2022-08-31,27870
78288,0,2022-08-31,9235
47170,20,2022-08-31,598
48372,20,2022-08-31,91
1094814,20,2022-08-31,232
48427,20,2022-08-31,31
55484,20,2022-08-31,7
52380,20,2022-08-31,9
48195,20,2022-08-31,7
60628,20,2022-08-31,53
67833,20,2022-08-31,3
47434,20,2022-08-31,456
55333,20,2022-08-31,26
48670,20,2022-08-31,228
790553,20,2022-08-31,334
321595,20,2022-08-31,3
68611,20,2022-08-31,4
179921,20,2022-08-31,0
55751,20,2022-08-31,58
49490,20,2022-08-31,21
154184,20,2022-08-31,0
123120,20,2022-08-31,10
1290817,20,2022-08-31,4
53060,20,2022-08-31,92
53438,20,2022-08-31,51
172556,20,2022-08-31,0
52629,20,2022-08-31,33
367372,20,2022-08-31,2
67912,20,2022-08-31,18
60628,200,2022-08-31,3052
67833,200,2022-08-31,80
47434,200,2022-08-31,26457
55333,200,2022-08-31,1311
48670,200,2022-08-31,5637
790553,200,2022-08-31,21911
321595,200,2022-08-31,220
68611,200,2022-08-31,165
179921,200,2022-08-31,24
55751,200,2022-08-31,5062
49490,200,2022-08-31,1097
154184,200,2022-08-31,45
123120,200,2022-08-31,297
1290817,200,2022-08-31,522
53060,200,2022-08-31,6756
53438,200,2022-08-31,1956
172556,200,2022-08-31,50
52629,200,2022-08-31,789
367372,200,2022-08-31,14
67912,200,2022-08-31,670
47170,2000,2022-08-31,622581
48372,2000,2022-08-31,66385
1094814,2000,2022-08-31,211917
48427,2000,2022-08-31,41528
55484,2000,2022-08-31,4531
52380,2000,2022-08-31,14436
48195,2000,2022-08-31,2436
60628,2000,2022-08-31,18090
67833,2000,2022-08-31,4430
47434,2000,2022-08-31,184905
55333,2000,2022-08-31,12474
48670,2000,2022-08-31,124660
790553,2000,2022-08-31,129176
321595,2000,2022-08-31,2340
68611,2000,2022-08-31,983
179921,2000,2022-08-31,585
55751,2000,2022-08-31,23566
49490,2000,2022-08-31,20955
154184,2000,2022-08-31,1002
123120,2000,2022-08-31,3493
1290817,2000,2022-08-31,5287
53060,2000,2022-08-31,50721
53438,2000,2022-08-31,28556
172556,2000,2022-08-31,1193
52629,2000,2022-08-31,18257
367372,2000,2022-08-31,180
67912,2000,2022-08-31,9437
47170,0,2022-08-31,6765591
48372,0,2022-08-31,464818
1094814,0,2022-08-31,2609734
48427,0,2022-08-31,374535
55484,0,2022-08-31,49312
52380,0,2022-08-31,132774
48195,0,2022-08-31,30377
60628,0,2022-08-31,70091
67833,0,2022-08-31,31445
47434,0,2022-08-31,1435642
55333,0,2022-08-31,75243
48670,0,2022-08-31,1229460
790553,0,2022-08-31,634198
321595,0,2022-08-31,10192
68611,0,2022-08-31,6460
179921,0,2022-08-31,2065
55751,0,2022-08-31,102017
49490,0,2022-08-31,139190
154184,0,2022-08-31,10231
123120,0,2022-08-31,22379
1290817,0,2022-08-31,17044
53060,0,2022-08-31,194201
53438,0,2022-08-31,232789
172556,0,2022-08-31,2554
52629,0,2022-08-31,100106
367372,0,2022-08-31,980
67912,0,2022-08-31,49259
47170,20,2022-11-30,910
50814,20,2022-11-30,605
48372,20,2022-11-30,112
1094814,20,2022-11-30,355
48427,20,2022-11-30,53
55484,20,2022-11-30,8
52380,20,2022-11-30,12
48195,20,2022-11-30,8
83797,20,2022-11-30,26
47416,20,2022-11-30,22
7823,20,2022-11-30,140
60628,20,2022-11-30,58
67833,20,2022-11-30,4
47434,20,2022-11-30,507
55333,20,2022-11-30,37
48670,20,2022-11-30,246
373470,20,2022-11-30,2
790553,20,2022-11-30,363
321595,20,2022-11-30,4
1062676,20,2022-11-30,2
53490,20,2022-11-30,8
83951,20,2022-11-30,4
52855,20,2022-11-30,122
52693,20,2022-11-30,20
50829,20,2022-11-30,180
49230,20,2022-11-30,26
541758,20,2022-11-30,26
62187,20,2022-11-30,21
52713,20,2022-11-30,65
53300,20,2022-11-30,23
51886,20,2022-11-30,70
55930,20,2022-11-30,9
327977,20,2022-11-30,1
54582,20,2022-11-30,6
59571,20,2022-11-30,46
47544,20,2022-11-30,112
47415,20,2022-11-30,6
48339,20,2022-11-30,19
68611,20,2022-11-30,6
179921,20,2022-11-30,1
55751,20,2022-11-30,59
49490,20,2022-11-30,32
154184,20,2022-11-30,1
123120,20,2022-11-30,11
1290817,20,2022-11-30,6
53060,20,2022-11-30,102
53438,20,2022-11-30,57
172556,20,2022-11-30,1
52629,20,2022-11-30,39
367372,20,2022-11-30,4
67912,20,2022-11-30,26
47170,200,2022-11-30,71164
50814,200,2022-11-30,49155
48372,200,2022-11-30,6180
1094814,200,2022-11-30,28651
48427,200,2022-11-30,3892
55484,200,2022-11-30,568
52380,200,2022-11-30,774
48195,200,2022-11-30,201
83797,200,2022-11-30,123
47416,200,2022-11-30,1010
7823,200,2022-11-30,10525
60628,200,2022-11-30,3087
67833,200,2022-11-30,95
47434,200,2022-11-30,27114
55333,200,2022-11-30,1411
48670,200,2022-11-30,5922
373470,200,2022-11-30,216
790553,200,2022-11-30,22340
321595,200,2022-11-30,242
1062676,200,2022-11-30,116
53490,200,2022-11-30,375
83951,200,2022-11-30,91
52855,200,2022-11-30,6570
52693,200,2022-11-30,728
50829,200,2022-11-30,6488
49230,200,2022-11-30,753
541758,200,2022-11-30,701
62187,200,2022-11-30,549
52713,200,2022-11-30,2704
53300,200,2022-11-30,1157
51886,200,2022-11-30,5438
55930,200,2022-11-30,649
327977,200,2022-11-30,17
54582,200,2022-11-30,1006
59571,200,2022-11-30,3976
47544,200,2022-11-30,5180
47415,200,2022-11-30,390
48339,200,2022-11-30,1270
68611,200,2022-11-30,185
179921,200,2022-11-30,27
55751,200,2022-11-30,5121
49490,200,2022-11-30,1301
154184,200,2022-11-30,59
123120,200,2022-11-30,357
1290817,200,2022-11-30,556
53060,200,2022-11-30,6903
53438,200,2022-11-30,2058
172556,200,2022-11-30,53
52629,200,2022-11-30,823
367372,200,2022-11-30,25
67912,200,2022-11-30,711
47170,2000,2022-11-30,747694
50814,2000,2022-11-30,477589
48372,2000,2022-11-30,73491
1094814,2000,2022-11-30,279291
48427,2000,2022-11-30,52935
55484,2000,2022-11-30,5189
52380,2000,2022-11-30,15715
48195,2000,2022-11-30,2577
83797,2000,2022-11-30,1326
47416,2000,2022-11-30,20573
7823,2000,2022-11-30,94960
60628,2000,2022-11-30,18887
67833,2000,2022-11-30,4850
47434,2000,2022-11-30,191714
55333,2000,2022-11-30,13557
48670,2000,2022-11-30,132563
373470,2000,2022-11-30,3637
790553,2000,2022-11-30,132621
321595,2000,2022-11-30,2473
1062676,2000,2022-11-30,623
53490,2000,2022-11-30,7082
83951,2000,2022-11-30,2047
52855,2000,2022-11-30,43497
52693,2000,2022-11-30,4203
50829,2000,2022-11-30,51462
49230,2000,2022-11-30,4787
541758,2000,2022-11-30,14353
62187,2000,2022-11-30,10886
52713,2000,2022-11-30,13245
53300,2000,2022-11-30,6848
51886,2000,2022-11-30,34315
55930,2000,2022-11-30,7133
327977,2000,2022-11-30,248
54582,2000,2022-11-30,15108
59571,2000,2022-11-30,20950
47544,2000,2022-11-30,41317
47415,2000,2022-11-30,8327
48339,2000,2022-11-30,18288
68611,2000,2022-11-30,1055
179921,2000,2022-11-30,619
55751,2000,2022-11-30,24071
49490,2000,2022-11-30,23310
154184,2000,2022-11-30,1132
123120,2000,2022-11-30,3992
1290817,2000,2022-11-30,5713
53060,2000,2022-11-30,52207
53438,2000,2022-11-30,30294
172556,2000,2022-11-30,1392
52629,2000,2022-11-30,20271
367372,2000,2022-11-30,207
67912,2000,2022-11-30,10224
47170,0,2022-11-30,7574882
50814,0,2022-11-30,5068911
48372,0,2022-11-30,502504
1094814,0,2022-11-30,2996359
48427,0,2022-11-30,432258
55484,0,2022-11-30,53512
52380,0,2022-11-30,144618
48195,0,2022-11-30,33074
83797,0,2022-11-30,9978
47416,0,2022-11-30,222916
7823,0,2022-11-30,587604
60628,0,2022-11-30,73227
67833,0,2022-11-30,34455
47434,0,2022-11-30,1553788
55333,0,2022-11-30,80919
48670,0,2022-11-30,1321776
373470,0,2022-11-30,20279
790553,0,2022-11-30,653432
321595,0,2022-11-30,10748
1062676,0,2022-11-30,5922
53490,0,2022-11-30,58504
83951,0,2022-11-30,19462
52855,0,2022-11-30,207347
52693,0,2022-11-30,13823
50829,0,2022-11-30,340053
49230,0,2022-11-30,57575
541758,0,2022-11-30,29589
62187,0,2022-11-30,34946
52713,0,2022-11-30,22305
53300,0,2022-11-30,72734
51886,0,2022-11-30,101832
55930,0,2022-11-30,63057
327977,0,2022-11-30,941
54582,0,2022-11-30,73785
59571,0,2022-11-30,81024
47544,0,2022-11-30,419348
47415,0,2022-11-30,41223
48339,0,2022-11-30,175696
68611,0,2022-11-30,6888
179921,0,2022-11-30,2229
55751,0,2022-11-30,104336
49490,0,2022-11-30,151031
154184,0,2022-11-30,11117
123120,0,2022-11-30,24352
1290817,0,2022-11-30,18857
53060,0,2022-11-30,199791
53438,0,2022-11-30,245612
172556,0,2022-11-30,2941
52629,0,2022-11-30,114091
