taxon_id,radius,date,count
367372,0,2022-11-30,1160
67912,0,2022-11-30,52676
55622,20,2022-11-30,4
54294,20,2022-11-30,13
344464,20,2022-11-30,1
61902,20,2022-11-30,33
54519,20,2022-11-30,17
210241,20,2022-11-30,1
1321226,20,2022-11-30,14
52756,20,2022-11-30,18
81652,20,2022-11-30,7
52472,20,2022-11-30,87
55622,200,2022-11-30,291
54294,200,2022-11-30,612
344464,200,2022-11-30,66
61902,200,2022-11-30,498
54519,200,2022-11-30,851
210241,200,2022-11-30,10
1321226,200,2022-11-30,259
52756,200,2022-11-30,445
81652,200,2022-11-30,128
52472,200,2022-11-30,5632
55622,2000,2022-11-30,4200
54294,2000,2022-11-30,7109
344464,2000,2022-11-30,119
61902,2000,2022-11-30,8224
54519,2000,2022-11-30,4564
210241,2000,2022-11-30,66
1321226,2000,2022-11-30,5963
52756,2000,2022-11-30,8020
81652,2000,2022-11-30,2146
52472,2000,2022-11-30,39578
55622,0,2022-11-30,10424
54294,0,2022-11-30,41094
344464,0,2022-11-30,228
61902,0,2022-11-30,29104
54519,0,2022-11-30,20666
210241,0,2022-11-30,1115
1321226,0,2022-11-30,10249
52756,0,2022-11-30,186901
81652,0,2022-11-30,15980
52472,0,2022-11-30,171252
1070919,20,2022-11-30,1
966205,20,2022-11-30,61
51610,20,2022-11-30,67
48206,20,2022-11-30,81
56133,20,2022-11-30,81
52856,20,2022-11-30,50
55643,20,2022-11-30,25
741459,20,2022-11-30,24
25591,20,2022-11-30,39
560192,20,2022-11-30,1
56064,20,2022-11-30,28
69624,20,2022-11-30,46
321535,20,2022-11-30,3
740984,20,2022-11-30,23
52821,20,2022-11-30,86
159763,20,2022-11-30,50
52720,20,2022-11-30,32
130039,20,2022-11-30,6
119946,20,2022-11-30,10
909393,20,2022-11-30,10
324093,20,2022-11-30,5
50790,20,2022-11-30,37
55821,20,2022-11-30,14
159973,20,2022-11-30,27
77120,20,2022-11-30,47
60284,20,2022-11-30,9
129115,20,2022-11-30,50
57190,20,2022-11-30,19
123628,20,2022-11-30,19
75762,20,2022-11-30,46
198886,20,2022-11-30,24
62207,20,2022-11-30,22
125012,20,2022-11-30,36
56164,20,2022-11-30,14
79514,20,2022-11-30,9
124138,20,2022-11-30,9
132481,20,2022-11-30,3
161763,20,2022-11-30,46
47602,20,2022-11-30,77
56126,20,2022-11-30,49
56222,20,2022-11-30,52
35453,20,2022-11-30,17
855316,20,2022-11-30,5
61454,20,2022-11-30,11
50247,20,2022-11-30,20
55760,20,2022-11-30,54
77266,20,2022-11-30,3
124359,20,2022-11-30,26
79460,20,2022-11-30,10
43048,20,2022-11-30,4
556645,20,2022-11-30,8
1092837,20,2022-11-30,5
204167,20,2022-11-30,27
351629,20,2022-11-30,1
78712,20,2022-11-30,2
60997,20,2022-11-30,11
283890,20,2022-11-30,3
76907,20,2022-11-30,22
79409,20,2022-11-30,7
57500,20,2022-11-30,36
131203,20,2022-11-30,6
61948,20,2022-11-30,13
62338,20,2022-11-30,40
61321,20,2022-11-30,40
64162,20,2022-11-30,15
58722,20,2022-11-30,179
79408,20,2022-11-30,24
841645,20,2022-11-30,50
47435,20,2022-11-30,19
69814,20,2022-11-30,34
52724,20,2022-11-30,49
485803,20,2022-11-30,9
204260,20,2022-11-30,52
127960,20,2022-11-30,30
84031,20,2022-11-30,22
1070919,200,2022-11-30,3
966205,200,2022-11-30,1127
51610,200,2022-11-30,3408
48206,200,2022-11-30,2919
56133,200,2022-11-30,3287
52856,200,2022-11-30,4049
55643,200,2022-11-30,365
741459,200,2022-11-30,828
25591,200,2022-11-30,1736
560192,200,2022-11-30,34
56064,200,2022-11-30,1316
69624,200,2022-11-30,2353
321535,200,2022-11-30,160
740984,200,2022-11-30,1601
52821,200,2022-11-30,4205
159763,200,2022-11-30,2323
52720,200,2022-11-30,2703
130039,200,2022-11-30,140
119946,200,2022-11-30,59
909393,200,2022-11-30,140
324093,200,2022-11-30,182
50790,200,2022-11-30,2125
55821,200,2022-11-30,528
159973,200,2022-11-30,695
77120,200,2022-11-30,1155
60284,200,2022-11-30,733
129115,200,2022-11-30,1887
57190,200,2022-11-30,1605
123628,200,2022-11-30,349
75762,200,2022-11-30,1458
198886,200,2022-11-30,646
62207,200,2022-11-30,362
125012,200,2022-11-30,611
56164,200,2022-11-30,594
79514,200,2022-11-30,200
124138,200,2022-11-30,381
132481,200,2022-11-30,573
161763,200,2022-11-30,720
47602,200,2022-11-30,5010
56126,200,2022-11-30,2188
56222,200,2022-11-30,4251
35453,200,2022-11-30,914
855316,200,2022-11-30,194
61454,200,2022-11-30,378
50247,200,2022-11-30,1051
55760,200,2022-11-30,1410
77266,200,2022-11-30,428
124359,200,2022-11-30,702
79460,200,2022-11-30,244
43048,200,2022-11-30,197
556645,200,2022-11-30,268
1092837,200,2022-11-30,216
204167,200,2022-11-30,1525
351629,200,2022-11-30,39
78712,200,2022-11-30,267
60997,200,2022-11-30,317
283890,200,2022-11-30,200
76907,200,2022-11-30,1684
79409,200,2022-11-30,370
57500,200,2022-11-30,2298
131203,200,2022-11-30,799
61948,200,2022-11-30,1132
62338,200,2022-11-30,2123
61321,200,2022-11-30,1099
64162,200,2022-11-30,581
58722,200,2022-11-30,3868
79408,200,2022-11-30,516
841645,200,2022-11-30,946
47435,200,2022-11-30,1465
69814,200,2022-11-30,588
52724,200,2022-11-30,1781
485803,200,2022-11-30,500
204260,200,2022-11-30,2181
127960,200,2022-11-30,691
84031,200,2022-11-30,644
1070919,2000,2022-11-30,67
966205,2000,2022-11-30,9288
51610,2000,2022-11-30,20458
48206,2000,2022-11-30,14413
56133,2000,2022-11-30,19818
52856,2000,2022-11-30,19292
55643,2000,2022-11-30,7442
741459,2000,2022-11-30,5281
25591,2000,2022-11-30,11192
560192,2000,2022-11-30,231
56064,2000,2022-11-30,8482
69624,2000,2022-11-30,13068
321535,2000,2022-11-30,1563
740984,2000,2022-11-30,7310
52821,2000,2022-11-30,26649
159763,2000,2022-11-30,9218
52720,2000,2022-11-30,12738
130039,2000,2022-11-30,2458
119946,2000,2022-11-30,936
909393,2000,2022-11-30,1180
324093,2000,2022-11-30,2032
50790,2000,2022-11-30,15724
55821,2000,2022-11-30,4409
159973,2000,2022-11-30,2688
77120,2000,2022-11-30,6674
60284,2000,2022-11-30,3962
129115,2000,2022-11-30,12759
57190,2000,2022-11-30,6197
123628,2000,2022-11-30,10220
75762,2000,2022-11-30,11687
198886,2000,2022-11-30,2599
62207,2000,2022-11-30,3125
125012,2000,2022-11-30,4027
56164,2000,2022-11-30,4540
79514,2000,2022-11-30,1358
124138,2000,2022-11-30,3250
132481,2000,2022-11-30,2523
161763,2000,2022-11-30,1622
47602,2000,2022-11-30,23967
56126,2000,2022-11-30,8268
56222,2000,2022-11-30,19982
35453,2000,2022-11-30,6884
855316,2000,2022-11-30,690
61454,2000,2022-11-30,4621
50247,2000,2022-11-30,8456
55760,2000,2022-11-30,7891
77266,2000,2022-11-30,800
124359,2000,2022-11-30,2608
79460,2000,2022-11-30,1899
43048,2000,2022-11-30,3067
556645,2000,2022-11-30,664
1092837,2000,2022-11-30,1163
204167,2000,2022-11-30,6280
351629,2000,2022-11-30,481
78712,2000,2022-11-30,1535
60997,2000,2022-11-30,1722
283890,2000,2022-11-30,642
76907,2000,2022-11-30,10580
79409,2000,2022-11-30,1446
57500,2000,2022-11-30,7335
131203,2000,2022-11-30,3217
61948,2000,2022-11-30,7026
62338,2000,2022-11-30,10477
61321,2000,2022-11-30,11749
64162,2000,2022-11-30,2140
58722,2000,2022-11-30,22064
79408,2000,2022-11-30,6193
841645,2000,2022-11-30,4296
47435,2000,2022-11-30,12885
69814,2000,2022-11-30,2632
52724,2000,2022-11-30,11113
485803,2000,2022-11-30,1379
204260,2000,2022-11-30,10148
127960,2000,2022-11-30,3802
84031,2000,2022-11-30,2435
1070919,0,2022-11-30,251
966205,0,2022-11-30,18164
51610,0,2022-11-30,36402
48206,0,2022-11-30,25826
56133,0,2022-11-30,33992
52856,0,2022-11-30,62089
55643,0,2022-11-30,11040
741459,0,2022-11-30,5542
25591,0,2022-11-30,29781
560192,0,2022-11-30,362
56064,0,2022-11-30,28487
69624,0,2022-11-30,18482
321535,0,2022-11-30,2323
740984,0,2022-11-30,14902
52821,0,2022-11-30,135052
159763,0,2022-11-30,10293
52720,0,2022-11-30,37377
130039,0,2022-11-30,3799
119946,0,2022-11-30,1598
909393,0,2022-11-30,1306
324093,0,2022-11-30,4227
50790,0,2022-11-30,45990
55821,0,2022-11-30,10049
159973,0,2022-11-30,3356
77120,0,2022-11-30,12257
60284,0,2022-11-30,7664
129115,0,2022-11-30,20160
57190,0,2022-11-30,16223
123628,0,2022-11-30,23869
75762,0,2022-11-30,21052
198886,0,2022-11-30,3236
62207,0,2022-11-30,31937
125012,0,2022-11-30,7608
56164,0,2022-11-30,7388
79514,0,2022-11-30,2522
124138,0,2022-11-30,5222
132481,0,2022-11-30,3299
161763,0,2022-11-30,3570
47602,0,2022-11-30,122115
56126,0,2022-11-30,31384
56222,0,2022-11-30,52134
35453,0,2022-11-30,11529
855316,0,2022-11-30,857
61454,0,2022-11-30,7870
50247,0,2022-11-30,11019
55760,0,2022-11-30,11834
77266,0,2022-11-30,9767
124359,0,2022-11-30,3098
79460,0,2022-11-30,4753
43048,0,2022-11-30,3571
556645,0,2022-11-30,874
1092837,0,2022-11-30,1699
204167,0,2022-11-30,12190
351629,0,2022-11-30,3174
78712,0,2022-11-30,3463
60997,0,2022-11-30,4959
283890,0,2022-11-30,787
76907,0,2022-11-30,46630
79409,0,2022-11-30,4865
57500,0,2022-11-30,7519
131203,0,2022-11-30,7000
61948,0,2022-11-30,13845
62338,0,2022-11-30,14837
61321,0,2022-11-30,53257
64162,0,2022-11-30,5732
58722,0,2022-11-30,41698
79408,0,2022-11-30,16560
841645,0,2022-11-30,5538
47435,0,2022-11-30,61517
69814,0,2022-11-30,3151
52724,0,2022-11-30,36152
485803,0,2022-11-30,1464
204260,0,2022-11-30,12078
127960,0,2022-11-30,10002
84031,0,2022-11-30,5899
118850,20,2022-11-30,59
76480,20,2022-11-30,10
402509,20,2022-11-30,24
56077,20,2022-11-30,25
55022,20,2022-11-30,17
118850,200,2022-11-30,2003
76480,200,2022-11-30,270
402509,200,2022-11-30,541
56077,200,2022-11-30,1511
55022,200,2022-11-30,168
118850,2000,2022-11-30,10628
76480,2000,2022-11-30,1737
402509,2000,2022-11-30,6803
56077,2000,2022-11-30,11591
55022,2000,2022-11-30,4171
118850,0,2022-11-30,14500
76480,0,2022-11-30,4079
402509,0,2022-11-30,13834
56077,0,2022-11-30,46560
55022,0,2022-11-30,8346
117299,20,2022-11-30,38
59029,20,2022-11-30,14
117299,200,2022-11-30,1878
59029,200,2022-11-30,578
117299,2000,2022-11-30,5708
59029,2000,2022-11-30,3848
117299,0,2022-11-30,5807
59029,0,2022-11-30,76306
